,lattitude,longitude,elevation
0,39.63,-105.825,4004.4755859375
1,39.63,-105.8234,4078.16357421875
2,39.63,-105.8218,4112.16552734375
3,39.63,-105.8202,4081.951904296875
4,39.63,-105.8186,4113.72265625
5,39.63,-105.817,4160.88671875
6,39.63,-105.8154,4211.3271484375
7,39.63,-105.8138,4144.646484375
8,39.63,-105.8122,4064.815185546875
9,39.63,-105.8106,4005.80078125
10,39.63,-105.809,3957.75390625
11,39.63,-105.8074,3901.47802734375
12,39.63,-105.8058,3882.246337890625
13,39.63,-105.8042,3830.870849609375
14,39.63,-105.8026,3809.7900390625
15,39.63,-105.801,3796.652099609375
16,39.63,-105.7994,3758.274169921875
17,39.63,-105.7978,3767.35546875
18,39.63,-105.7962,3758.496337890625
19,39.63,-105.7946,3760.596923828125
20,39.63,-105.793,3793.061279296875
21,39.63,-105.7914,3823.751708984375
22,39.63,-105.7898,3902.06689453125
23,39.63,-105.7882,3949.672607421875
24,39.63,-105.7866,3980.7138671875
25,39.6316,-105.825,3936.718017578125
26,39.6316,-105.8234,4018.684814453125
27,39.6316,-105.8218,4105.22998046875
28,39.6316,-105.8202,4166.1015625
29,39.6316,-105.8186,4188.71923828125
30,39.6316,-105.817,4249.6953125
31,39.6316,-105.8154,4210.87353515625
32,39.6316,-105.8138,4126.84033203125
33,39.6316,-105.8122,4045.1884765625
34,39.6316,-105.8106,3969.774169921875
35,39.6316,-105.809,3922.590576171875
36,39.6316,-105.8074,3887.754150390625
37,39.6316,-105.8058,3895.71630859375
38,39.6316,-105.8042,3863.10205078125
39,39.6316,-105.8026,3864.879150390625
40,39.6316,-105.801,3849.423828125
41,39.6316,-105.7994,3837.26220703125
42,39.6316,-105.7978,3828.814697265625
43,39.6316,-105.7962,3837.836181640625
44,39.6316,-105.7946,3876.68798828125
45,39.6316,-105.793,3909.38916015625
46,39.6316,-105.7914,3953.705078125
47,39.6316,-105.7898,3996.427001953125
48,39.6316,-105.7882,4065.563232421875
49,39.6316,-105.7866,4092.733642578125
50,39.6332,-105.825,3910.30029296875
51,39.6332,-105.8234,3998.912353515625
52,39.6332,-105.8218,4094.91259765625
53,39.6332,-105.8202,4191.3037109375
54,39.6332,-105.8186,4278.2490234375
55,39.6332,-105.817,4331.23046875
56,39.6332,-105.8154,4272.51708984375
57,39.6332,-105.8138,4174.11669921875
58,39.6332,-105.8122,4084.5234375
59,39.6332,-105.8106,4004.8759765625
60,39.6332,-105.809,3938.37939453125
61,39.6332,-105.8074,3921.863525390625
62,39.6332,-105.8058,3944.450439453125
63,39.6332,-105.8042,3961.356201171875
64,39.6332,-105.8026,3991.6845703125
65,39.6332,-105.801,3971.347900390625
66,39.6332,-105.7994,3969.825439453125
67,39.6332,-105.7978,3922.2958984375
68,39.6332,-105.7962,3978.817138671875
69,39.6332,-105.7946,3982.670654296875
70,39.6332,-105.793,4030.08203125
71,39.6332,-105.7914,4073.30859375
72,39.6332,-105.7898,4112.4677734375
73,39.6332,-105.7882,4095.07275390625
74,39.6332,-105.7866,4062.276611328125
75,39.6348,-105.825,3921.863037109375
76,39.6348,-105.8234,4016.0947265625
77,39.6348,-105.8218,4109.74267578125
78,39.6348,-105.8202,4210.5927734375
79,39.6348,-105.8186,4309.89013671875
80,39.6348,-105.817,4284.87109375
81,39.6348,-105.8154,4253.75146484375
82,39.6348,-105.8138,4222.1982421875
83,39.6348,-105.8122,4177.4033203125
84,39.6348,-105.8106,4114.34375
85,39.6348,-105.809,4078.052734375
86,39.6348,-105.8074,4071.094970703125
87,39.6348,-105.8058,4087.376220703125
88,39.6348,-105.8042,4112.27001953125
89,39.6348,-105.8026,4118.2275390625
90,39.6348,-105.801,4099.22900390625
91,39.6348,-105.7994,4064.599853515625
92,39.6348,-105.7978,4023.440185546875
93,39.6348,-105.7962,4089.386474609375
94,39.6348,-105.7946,4115.63330078125
95,39.6348,-105.793,4143.4658203125
96,39.6348,-105.7914,4146.1865234375
97,39.6348,-105.7898,4100.220703125
98,39.6348,-105.7882,4045.4501953125
99,39.6348,-105.7866,4001.521240234375
100,39.6364,-105.825,3972.3134765625
101,39.6364,-105.8234,4060.334228515625
102,39.6364,-105.8218,4138.7607421875
103,39.6364,-105.8202,4188.21337890625
104,39.6364,-105.8186,4231.0556640625
105,39.6364,-105.817,4193.59521484375
106,39.6364,-105.8154,4160.41259765625
107,39.6364,-105.8138,4136.24609375
108,39.6364,-105.8122,4122.298828125
109,39.6364,-105.8106,4062.229248046875
110,39.6364,-105.809,3992.98876953125
111,39.6364,-105.8074,3978.159912109375
112,39.6364,-105.8058,4007.794921875
113,39.6364,-105.8042,4072.345458984375
114,39.6364,-105.8026,4072.759521484375
115,39.6364,-105.801,4068.93896484375
116,39.6364,-105.7994,4137.6826171875
117,39.6364,-105.7978,4137.46142578125
118,39.6364,-105.7962,4187.13427734375
119,39.6364,-105.7946,4214.7705078125
120,39.6364,-105.793,4211.39794921875
121,39.6364,-105.7914,4158.06201171875
122,39.6364,-105.7898,4086.4365234375
123,39.6364,-105.7882,4037.557861328125
124,39.6364,-105.7866,3996.9716796875
125,39.638,-105.825,4041.0146484375
126,39.638,-105.8234,4072.542724609375
127,39.638,-105.8218,4131.962890625
128,39.638,-105.8202,4167.5244140625
129,39.638,-105.8186,4184.171875
130,39.638,-105.817,4103.90087890625
131,39.638,-105.8154,4051.06591796875
132,39.638,-105.8138,4048.5
133,39.638,-105.8122,4050.294921875
134,39.638,-105.8106,3966.938232421875
135,39.638,-105.809,3881.243408203125
136,39.638,-105.8074,3879.9736328125
137,39.638,-105.8058,3893.96630859375
138,39.638,-105.8042,3954.232177734375
139,39.638,-105.8026,3931.975830078125
140,39.638,-105.801,3939.998779296875
141,39.638,-105.7994,3977.987060546875
142,39.638,-105.7978,4013.05029296875
143,39.638,-105.7962,4069.4443359375
144,39.638,-105.7946,4072.5908203125
145,39.638,-105.793,4076.361083984375
146,39.638,-105.7914,4104.078125
147,39.638,-105.7898,4095.1904296875
148,39.638,-105.7882,4044.879150390625
149,39.638,-105.7866,4012.9619140625
150,39.6396,-105.825,4140.31982421875
151,39.6396,-105.8234,4162.55517578125
152,39.6396,-105.8218,4176.90966796875
153,39.6396,-105.8202,4191.52001953125
154,39.6396,-105.8186,4159.923828125
155,39.6396,-105.817,4031.5556640625
156,39.6396,-105.8154,3949.450927734375
157,39.6396,-105.8138,3937.121337890625
158,39.6396,-105.8122,3958.69921875
159,39.6396,-105.8106,3927.077880859375
160,39.6396,-105.809,3872.6455078125
161,39.6396,-105.8074,3860.114501953125
162,39.6396,-105.8058,3840.39111328125
163,39.6396,-105.8042,3842.214111328125
164,39.6396,-105.8026,3814.17724609375
165,39.6396,-105.801,3815.278076171875
166,39.6396,-105.7994,3846.885986328125
167,39.6396,-105.7978,3902.81005859375
168,39.6396,-105.7962,3926.101806640625
169,39.6396,-105.7946,3923.255615234375
170,39.6396,-105.793,3932.658203125
171,39.6396,-105.7914,3970.0546875
172,39.6396,-105.7898,4023.218994140625
173,39.6396,-105.7882,4075.416259765625
174,39.6396,-105.7866,4045.468017578125
175,39.6412,-105.825,4245.64697265625
176,39.6412,-105.8234,4252.28125
177,39.6412,-105.8218,4259.4619140625
178,39.6412,-105.8202,4256.27587890625
179,39.6412,-105.8186,4099.1826171875
180,39.6412,-105.817,4001.587646484375
181,39.6412,-105.8154,3907.303466796875
182,39.6412,-105.8138,3875.02734375
183,39.6412,-105.8122,3884.73583984375
184,39.6412,-105.8106,3908.0185546875
185,39.6412,-105.809,3832.710693359375
186,39.6412,-105.8074,3808.137939453125
187,39.6412,-105.8058,3800.4521484375
188,39.6412,-105.8042,3758.37109375
189,39.6412,-105.8026,3775.29736328125
190,39.6412,-105.801,3771.696044921875
191,39.6412,-105.7994,3750.691162109375
192,39.6412,-105.7978,3762.0390625
193,39.6412,-105.7962,3785.25732421875
194,39.6412,-105.7946,3804.279296875
195,39.6412,-105.793,3805.285888671875
196,39.6412,-105.7914,3833.577880859375
197,39.6412,-105.7898,3896.2939453125
198,39.6412,-105.7882,4046.7744140625
199,39.6412,-105.7866,4110.0224609375
200,39.6428,-105.825,4220.03076171875
201,39.6428,-105.8234,4279.36767578125
202,39.6428,-105.8218,4331.88134765625
203,39.6428,-105.8202,4267.505859375
204,39.6428,-105.8186,4149.66650390625
205,39.6428,-105.817,4023.041748046875
206,39.6428,-105.8154,3899.837158203125
207,39.6428,-105.8138,3847.525634765625
208,39.6428,-105.8122,3845.266845703125
209,39.6428,-105.8106,3857.9296875
210,39.6428,-105.809,3852.02587890625
211,39.6428,-105.8074,3763.904541015625
212,39.6428,-105.8058,3770.2548828125
213,39.6428,-105.8042,3746.115478515625
214,39.6428,-105.8026,3723.38037109375
215,39.6428,-105.801,3721.3671875
216,39.6428,-105.7994,3710.241943359375
217,39.6428,-105.7978,3704.81103515625
218,39.6428,-105.7962,3708.483154296875
219,39.6428,-105.7946,3710.812744140625
220,39.6428,-105.793,3734.9072265625
221,39.6428,-105.7914,3728.647216796875
222,39.6428,-105.7898,3811.02197265625
223,39.6428,-105.7882,3933.217529296875
224,39.6428,-105.7866,4005.765380859375
225,39.6444,-105.825,4110.11767578125
226,39.6444,-105.8234,4157.43212890625
227,39.6444,-105.8218,4214.9658203125
228,39.6444,-105.8202,4212.67919921875
229,39.6444,-105.8186,4192.19873046875
230,39.6444,-105.817,4056.1533203125
231,39.6444,-105.8154,3925.456787109375
232,39.6444,-105.8138,3854.8427734375
233,39.6444,-105.8122,3819.1826171875
234,39.6444,-105.8106,3817.71044921875
235,39.6444,-105.809,3831.591064453125
236,39.6444,-105.8074,3802.34765625
237,39.6444,-105.8058,3731.83056640625
238,39.6444,-105.8042,3725.739501953125
239,39.6444,-105.8026,3727.892578125
240,39.6444,-105.801,3717.27197265625
241,39.6444,-105.7994,3708.5625
242,39.6444,-105.7978,3697.18505859375
243,39.6444,-105.7962,3671.759033203125
244,39.6444,-105.7946,3655.71142578125
245,39.6444,-105.793,3656.15283203125
246,39.6444,-105.7914,3685.515869140625
247,39.6444,-105.7898,3708.483642578125
248,39.6444,-105.7882,3802.980224609375
249,39.6444,-105.7866,3894.813232421875
250,39.646,-105.825,3999.347900390625
251,39.646,-105.8234,4073.70751953125
252,39.646,-105.8218,4066.707763671875
253,39.646,-105.8202,4074.027099609375
254,39.646,-105.8186,4130.138671875
255,39.646,-105.817,4098.95556640625
256,39.646,-105.8154,3978.1171875
257,39.646,-105.8138,3890.401611328125
258,39.646,-105.8122,3830.07763671875
259,39.646,-105.8106,3809.207275390625
260,39.646,-105.809,3793.34814453125
261,39.646,-105.8074,3776.99755859375
262,39.646,-105.8058,3776.990234375
263,39.646,-105.8042,3750.173583984375
264,39.646,-105.8026,3710.400390625
265,39.646,-105.801,3701.989013671875
266,39.646,-105.7994,3701.3369140625
267,39.646,-105.7978,3687.880615234375
268,39.646,-105.7962,3648.392822265625
269,39.646,-105.7946,3620.597412109375
270,39.646,-105.793,3621.031982421875
271,39.646,-105.7914,3649.265869140625
272,39.646,-105.7898,3639.838623046875
273,39.646,-105.7882,3691.0654296875
274,39.646,-105.7866,3781.9501953125
275,39.6476,-105.825,3908.506591796875
276,39.6476,-105.8234,3966.991943359375
277,39.6476,-105.8218,3944.218017578125
278,39.6476,-105.8202,3968.20068359375
279,39.6476,-105.8186,4064.25634765625
280,39.6476,-105.817,4046.38916015625
281,39.6476,-105.8154,4018.6552734375
282,39.6476,-105.8138,3949.9267578125
283,39.6476,-105.8122,3882.83203125
284,39.6476,-105.8106,3835.73828125
285,39.6476,-105.809,3792.274169921875
286,39.6476,-105.8074,3766.381103515625
287,39.6476,-105.8058,3754.133544921875
288,39.6476,-105.8042,3743.212158203125
289,39.6476,-105.8026,3735.252685546875
290,39.6476,-105.801,3713.5546875
291,39.6476,-105.7994,3689.03173828125
292,39.6476,-105.7978,3680.17431640625
293,39.6476,-105.7962,3650.23291015625
294,39.6476,-105.7946,3621.962646484375
295,39.6476,-105.793,3595.570068359375
296,39.6476,-105.7914,3588.329345703125
297,39.6476,-105.7898,3605.461181640625
298,39.6476,-105.7882,3638.7646484375
299,39.6476,-105.7866,3689.552978515625
300,39.6492,-105.825,3805.629638671875
301,39.6492,-105.8234,3845.24462890625
302,39.6492,-105.8218,3816.037353515625
303,39.6492,-105.8202,3901.780517578125
304,39.6492,-105.8186,3997.292236328125
305,39.6492,-105.817,4000.7138671875
306,39.6492,-105.8154,3891.65185546875
307,39.6492,-105.8138,3864.15087890625
308,39.6492,-105.8122,3771.54833984375
309,39.6492,-105.8106,3735.935302734375
310,39.6492,-105.809,3734.533203125
311,39.6492,-105.8074,3744.1103515625
312,39.6492,-105.8058,3824.785888671875
313,39.6492,-105.8042,3832.755859375
314,39.6492,-105.8026,3807.737548828125
315,39.6492,-105.801,3780.56298828125
316,39.6492,-105.7994,3723.896484375
317,39.6492,-105.7978,3665.1796875
318,39.6492,-105.7962,3646.1630859375
319,39.6492,-105.7946,3619.820068359375
320,39.6492,-105.793,3593.976806640625
321,39.6492,-105.7914,3577.2763671875
322,39.6492,-105.7898,3574.183837890625
323,39.6492,-105.7882,3601.626220703125
324,39.6492,-105.7866,3617.238037109375
325,39.6508,-105.825,3693.77880859375
326,39.6508,-105.8234,3705.4658203125
327,39.6508,-105.8218,3762.005615234375
328,39.6508,-105.8202,3818.7822265625
329,39.6508,-105.8186,3878.5546875
330,39.6508,-105.817,3911.7587890625
331,39.6508,-105.8154,3857.70947265625
332,39.6508,-105.8138,3768.7978515625
333,39.6508,-105.8122,3705.911376953125
334,39.6508,-105.8106,3651.6767578125
335,39.6508,-105.809,3645.78271484375
336,39.6508,-105.8074,3676.53515625
337,39.6508,-105.8058,3763.722412109375
338,39.6508,-105.8042,3885.135498046875
339,39.6508,-105.8026,3861.360595703125
340,39.6508,-105.801,3833.71826171875
341,39.6508,-105.7994,3788.555419921875
342,39.6508,-105.7978,3698.508544921875
343,39.6508,-105.7962,3647.95556640625
344,39.6508,-105.7946,3625.6689453125
345,39.6508,-105.793,3597.632568359375
346,39.6508,-105.7914,3573.16552734375
347,39.6508,-105.7898,3548.563720703125
348,39.6508,-105.7882,3550.00390625
349,39.6508,-105.7866,3572.40380859375
350,39.6524,-105.825,3572.095947265625
351,39.6524,-105.8234,3595.158935546875
352,39.6524,-105.8218,3638.0615234375
353,39.6524,-105.8202,3714.36572265625
354,39.6524,-105.8186,3795.45703125
355,39.6524,-105.817,3799.6923828125
356,39.6524,-105.8154,3763.013916015625
357,39.6524,-105.8138,3695.451416015625
358,39.6524,-105.8122,3639.894287109375
359,39.6524,-105.8106,3611.20751953125
360,39.6524,-105.809,3632.747314453125
361,39.6524,-105.8074,3659.009521484375
362,39.6524,-105.8058,3754.588623046875
363,39.6524,-105.8042,3875.1044921875
364,39.6524,-105.8026,3905.215087890625
365,39.6524,-105.801,3873.168212890625
366,39.6524,-105.7994,3815.51611328125
367,39.6524,-105.7978,3735.5458984375
368,39.6524,-105.7962,3669.454833984375
369,39.6524,-105.7946,3635.480712890625
370,39.6524,-105.793,3602.68408203125
371,39.6524,-105.7914,3578.28125
372,39.6524,-105.7898,3553.723876953125
373,39.6524,-105.7882,3527.49267578125
374,39.6524,-105.7866,3533.81201171875
375,39.654,-105.825,3483.86767578125
376,39.654,-105.8234,3503.22412109375
377,39.654,-105.8218,3540.002685546875
378,39.654,-105.8202,3621.296630859375
379,39.654,-105.8186,3689.163818359375
380,39.654,-105.817,3701.639892578125
381,39.654,-105.8154,3657.138916015625
382,39.654,-105.8138,3613.415771484375
383,39.654,-105.8122,3589.307373046875
384,39.654,-105.8106,3578.29296875
385,39.654,-105.809,3600.314697265625
386,39.654,-105.8074,3650.503662109375
387,39.654,-105.8058,3741.91650390625
388,39.654,-105.8042,3841.58935546875
389,39.654,-105.8026,3944.78076171875
390,39.654,-105.801,3910.042236328125
391,39.654,-105.7994,3855.20361328125
392,39.654,-105.7978,3791.40966796875
393,39.654,-105.7962,3711.98046875
394,39.654,-105.7946,3652.503173828125
395,39.654,-105.793,3618.9384765625
396,39.654,-105.7914,3587.29833984375
397,39.654,-105.7898,3558.842041015625
398,39.654,-105.7882,3530.43017578125
399,39.654,-105.7866,3503.78271484375
400,39.6556,-105.825,3405.5849609375
401,39.6556,-105.8234,3417.88330078125
402,39.6556,-105.8218,3452.597412109375
403,39.6556,-105.8202,3510.08447265625
404,39.6556,-105.8186,3579.100830078125
405,39.6556,-105.817,3589.302978515625
406,39.6556,-105.8154,3579.279296875
407,39.6556,-105.8138,3565.95068359375
408,39.6556,-105.8122,3550.278564453125
409,39.6556,-105.8106,3543.99853515625
410,39.6556,-105.809,3570.169677734375
411,39.6556,-105.8074,3631.38818359375
412,39.6556,-105.8058,3734.295654296875
413,39.6556,-105.8042,3828.60986328125
414,39.6556,-105.8026,3953.43310546875
415,39.6556,-105.801,3940.586669921875
416,39.6556,-105.7994,3908.989013671875
417,39.6556,-105.7978,3860.444091796875
418,39.6556,-105.7962,3774.21630859375
419,39.6556,-105.7946,3674.4580078125
420,39.6556,-105.793,3632.458251953125
421,39.6556,-105.7914,3599.8876953125
422,39.6556,-105.7898,3562.17724609375
423,39.6556,-105.7882,3534.825927734375
424,39.6556,-105.7866,3497.191162109375
425,39.6572,-105.825,3355.392578125
426,39.6572,-105.8234,3362.027587890625
427,39.6572,-105.8218,3378.4521484375
428,39.6572,-105.8202,3405.724365234375
429,39.6572,-105.8186,3454.85302734375
430,39.6572,-105.817,3500.37353515625
431,39.6572,-105.8154,3548.984130859375
432,39.6572,-105.8138,3522.4443359375
433,39.6572,-105.8122,3503.866455078125
434,39.6572,-105.8106,3492.595703125
435,39.6572,-105.809,3533.2275390625
436,39.6572,-105.8074,3617.646728515625
437,39.6572,-105.8058,3726.887451171875
438,39.6572,-105.8042,3799.760498046875
439,39.6572,-105.8026,3879.447021484375
440,39.6572,-105.801,3981.890380859375
441,39.6572,-105.7994,3955.4091796875
442,39.6572,-105.7978,3897.088134765625
443,39.6572,-105.7962,3797.915283203125
444,39.6572,-105.7946,3697.443115234375
445,39.6572,-105.793,3642.843017578125
446,39.6572,-105.7914,3605.3291015625
447,39.6572,-105.7898,3563.88037109375
448,39.6572,-105.7882,3527.958251953125
449,39.6572,-105.7866,3490.66845703125
450,39.6588,-105.825,3359.059814453125
451,39.6588,-105.8234,3329.5146484375
452,39.6588,-105.8218,3318.53271484375
453,39.6588,-105.8202,3348.84716796875
454,39.6588,-105.8186,3378.349853515625
455,39.6588,-105.817,3413.71826171875
456,39.6588,-105.8154,3450.055908203125
457,39.6588,-105.8138,3447.27294921875
458,39.6588,-105.8122,3439.99365234375
459,39.6588,-105.8106,3466.541015625
460,39.6588,-105.809,3512.32470703125
461,39.6588,-105.8074,3615.605224609375
462,39.6588,-105.8058,3711.04833984375
463,39.6588,-105.8042,3802.92236328125
464,39.6588,-105.8026,3884.525146484375
465,39.6588,-105.801,3989.142822265625
466,39.6588,-105.7994,3973.97509765625
467,39.6588,-105.7978,3860.4033203125
468,39.6588,-105.7962,3768.969970703125
469,39.6588,-105.7946,3705.14501953125
470,39.6588,-105.793,3652.80322265625
471,39.6588,-105.7914,3608.792236328125
472,39.6588,-105.7898,3561.69287109375
473,39.6588,-105.7882,3517.1826171875
474,39.6588,-105.7866,3475.602783203125
475,39.6604,-105.825,3427.956298828125
476,39.6604,-105.8234,3365.49658203125
477,39.6604,-105.8218,3312.30126953125
478,39.6604,-105.8202,3296.02294921875
479,39.6604,-105.8186,3315.60595703125
480,39.6604,-105.817,3359.451416015625
481,39.6604,-105.8154,3406.291259765625
482,39.6604,-105.8138,3399.0390625
483,39.6604,-105.8122,3431.56494140625
484,39.6604,-105.8106,3483.062744140625
485,39.6604,-105.809,3518.118896484375
486,39.6604,-105.8074,3606.439208984375
487,39.6604,-105.8058,3710.929443359375
488,39.6604,-105.8042,3795.407470703125
489,39.6604,-105.8026,3838.325927734375
490,39.6604,-105.801,3930.01513671875
491,39.6604,-105.7994,3939.059814453125
492,39.6604,-105.7978,3916.900634765625
493,39.6604,-105.7962,3820.965576171875
494,39.6604,-105.7946,3723.8828125
495,39.6604,-105.793,3667.934814453125
496,39.6604,-105.7914,3617.050048828125
497,39.6604,-105.7898,3562.2578125
498,39.6604,-105.7882,3510.08447265625
499,39.6604,-105.7866,3464.0380859375
500,39.662,-105.825,3504.083740234375
501,39.662,-105.8234,3437.288818359375
502,39.662,-105.8218,3357.412109375
503,39.662,-105.8202,3303.434814453125
504,39.662,-105.8186,3279.66259765625
505,39.662,-105.817,3298.93115234375
506,39.662,-105.8154,3342.921142578125
507,39.662,-105.8138,3374.568115234375
508,39.662,-105.8122,3423.54931640625
509,39.662,-105.8106,3461.530029296875
510,39.662,-105.809,3508.820068359375
511,39.662,-105.8074,3562.170654296875
512,39.662,-105.8058,3637.901123046875
513,39.662,-105.8042,3693.364501953125
514,39.662,-105.8026,3786.396484375
515,39.662,-105.801,3808.658935546875
516,39.662,-105.7994,3826.656494140625
517,39.662,-105.7978,3893.6748046875
518,39.662,-105.7962,3858.8544921875
519,39.662,-105.7946,3768.669677734375
520,39.662,-105.793,3660.925537109375
521,39.662,-105.7914,3604.52587890625
522,39.662,-105.7898,3555.107421875
523,39.662,-105.7882,3504.583984375
524,39.662,-105.7866,3451.92236328125
525,39.6636,-105.825,3554.09619140625
526,39.6636,-105.8234,3494.29248046875
527,39.6636,-105.8218,3429.24609375
528,39.6636,-105.8202,3356.12451171875
529,39.6636,-105.8186,3298.380859375
530,39.6636,-105.817,3270.98388671875
531,39.6636,-105.8154,3290.90185546875
532,39.6636,-105.8138,3316.21484375
533,39.6636,-105.8122,3366.13623046875
534,39.6636,-105.8106,3403.351806640625
535,39.6636,-105.809,3458.946533203125
536,39.6636,-105.8074,3502.291748046875
537,39.6636,-105.8058,3537.18359375
538,39.6636,-105.8042,3641.61083984375
539,39.6636,-105.8026,3739.08642578125
540,39.6636,-105.801,3697.765869140625
541,39.6636,-105.7994,3738.785400390625
542,39.6636,-105.7978,3809.750244140625
543,39.6636,-105.7962,3811.680908203125
544,39.6636,-105.7946,3737.01513671875
545,39.6636,-105.793,3648.9462890625
546,39.6636,-105.7914,3583.160888671875
547,39.6636,-105.7898,3534.6005859375
548,39.6636,-105.7882,3486.6953125
549,39.6636,-105.7866,3427.551025390625
550,39.6652,-105.825,3608.68994140625
551,39.6652,-105.8234,3552.023681640625
552,39.6652,-105.8218,3486.74951171875
553,39.6652,-105.8202,3425.308349609375
554,39.6652,-105.8186,3347.55810546875
555,39.6652,-105.817,3293.000732421875
556,39.6652,-105.8154,3262.187744140625
557,39.6652,-105.8138,3265.399658203125
558,39.6652,-105.8122,3294.0
559,39.6652,-105.8106,3351.2275390625
560,39.6652,-105.809,3361.1259765625
561,39.6652,-105.8074,3432.49267578125
562,39.6652,-105.8058,3505.72802734375
563,39.6652,-105.8042,3602.520751953125
564,39.6652,-105.8026,3673.009521484375
565,39.6652,-105.801,3610.253662109375
566,39.6652,-105.7994,3652.598388671875
567,39.6652,-105.7978,3720.502197265625
568,39.6652,-105.7962,3707.495849609375
569,39.6652,-105.7946,3657.33154296875
570,39.6652,-105.793,3587.293212890625
571,39.6652,-105.7914,3538.62744140625
572,39.6652,-105.7898,3484.545166015625
573,39.6652,-105.7882,3440.642333984375
574,39.6652,-105.7866,3396.686767578125
575,39.6668,-105.825,3627.8212890625
576,39.6668,-105.8234,3585.892333984375
577,39.6668,-105.8218,3534.627685546875
578,39.6668,-105.8202,3475.38916015625
579,39.6668,-105.8186,3417.78369140625
580,39.6668,-105.817,3363.961181640625
581,39.6668,-105.8154,3299.337158203125
582,39.6668,-105.8138,3252.468017578125
583,39.6668,-105.8122,3261.99658203125
584,39.6668,-105.8106,3297.639892578125
585,39.6668,-105.809,3339.880126953125
586,39.6668,-105.8074,3406.5400390625
587,39.6668,-105.8058,3475.560546875
588,39.6668,-105.8042,3543.458984375
589,39.6668,-105.8026,3615.33056640625
590,39.6668,-105.801,3528.2431640625
591,39.6668,-105.7994,3568.521240234375
592,39.6668,-105.7978,3608.8916015625
593,39.6668,-105.7962,3596.732177734375
594,39.6668,-105.7946,3543.226318359375
595,39.6668,-105.793,3501.689208984375
596,39.6668,-105.7914,3468.52490234375
597,39.6668,-105.7898,3425.355224609375
598,39.6668,-105.7882,3395.02001953125
599,39.6668,-105.7866,3378.921630859375
600,39.6684,-105.825,3700.34326171875
601,39.6684,-105.8234,3647.120361328125
602,39.6684,-105.8218,3564.6875
603,39.6684,-105.8202,3518.578857421875
604,39.6684,-105.8186,3470.5068359375
605,39.6684,-105.817,3422.50537109375
606,39.6684,-105.8154,3354.207275390625
607,39.6684,-105.8138,3294.549072265625
608,39.6684,-105.8122,3242.3828125
609,39.6684,-105.8106,3253.7919921875
610,39.6684,-105.809,3282.9580078125
611,39.6684,-105.8074,3347.6162109375
612,39.6684,-105.8058,3408.88134765625
613,39.6684,-105.8042,3468.9423828125
614,39.6684,-105.8026,3540.866943359375
615,39.6684,-105.801,3485.640869140625
616,39.6684,-105.7994,3469.138671875
617,39.6684,-105.7978,3487.47998046875
618,39.6684,-105.7962,3475.85595703125
619,39.6684,-105.7946,3450.40771484375
620,39.6684,-105.793,3399.239501953125
621,39.6684,-105.7914,3393.76025390625
622,39.6684,-105.7898,3364.28076171875
623,39.6684,-105.7882,3354.453125
624,39.6684,-105.7866,3388.1171875
